OBJECTID,geoid,county_fip,tract,tot_pop_po,tot_pop_ci,tot_pop_ov,tot_hh,tot_fam,pop_over75,pop_poc,pop_spfam,pop_lep,pop_below2,pop_disabi,pop_hus_re,pop_zvhhs,pct_over75,pct_poc,pct_spfam,pct_lep,pct_below2,pct_disab,pct_hus_re,pct_zvhhs,poc_halfsd,spfam_half,lep_halfsd,below200_h,disab_half,hus_re_hal,zvhh_halfs,epc_class,epc_flag,Shape__Area,Shape__Length
11,06075015500,75,15500,3584,3604,3572,2280,604,963,1831,24,737,1103,1156,539,1355,0.263763010501862,0.501505970954895,0.0397351011633873,0.206327006220818,0.307756990194321,0.320755004882813,0.236404001712799,0.594298005104065,0,0,1,1,1,,1,High,1,3.18435381814197E-05,0.0403628721605884
12,06095252317,95,252317,7461,7281,7266,2153,1863,190,5415,329,271,550,578,26,33,0.0248397998511791,0.707935988903046,0.176596999168396,0.037296999245882,0.0737167000770569,0.0793846994638443,0.0120761999860406,0.0153273995965719,1,0,0,0,0,,0,NA,0,3.27017914969474E-08,0.00416550442765173
13,06075012201,75,12201,4728,4728,4599,2937,603,260,3126,60,510,2072,1004,844,2317,0.0549914985895157,0.661167979240417,0.0995024964213371,0.110894002020359,0.438239991664886,0.212351992726326,0.28736799955368,0.788900017738342,0,0,0,1,1,,1,High,1,9.41472171689384E-06,0.0123179837814956
14,06085504311,85,504311,7209,7220,6510,2411,1967,273,6336,187,570,991,465,132,97,0.0378115996718407,0.877561986446381,0.095068596303463,0.0875575989484787,0.137466996908188,0.0644043982028961,0.0547491014003754,0.0402323007583618,1,0,0,0,0,,0,NA,0,0.000221418270484719,0.0637678675054035
15,06085504314,85,504314,4837,4837,4502,1333,1125,270,4329,175,541,1087,346,113,19,0.0558197014033794,0.894976019859314,0.155555993318558,0.120168998837471,0.224726006388664,0.0715318992733955,0.0847712010145187,0.0142535995692015,1,0,1,0,0,,0,NA,0,0.000150120893977146,0.0543748239332592
16,06095252317,95,252317,7461,7281,7266,2153,1863,190,5415,329,271,550,578,26,33,0.0248397998511791,0.707935988903046,0.176596999168396,0.037296999245882,0.0737167000770569,0.0793846994638443,0.0120761999860406,0.0153273995965719,1,0,0,0,0,,0,NA,0,2.76868377113715E-08,0.00149574124116314
17,06075015600,75,15600,3274,3274,3136,1462,573,181,1675,49,361,863,304,254,382,0.0552841015160084,0.511606991291046,0.0855147987604141,0.115115001797676,0.263592004776001,0.0928528010845184,0.173734992742538,0.261285990476608,0,0,0,0,0,,1,NA,0,3.0060503831919E-05,0.0241278031218075
18,06085504315,85,504315,6700,6719,6393,2000,1628,290,5823,183,863,1546,438,119,38,0.0431611984968185,0.866647005081177,0.112407997250557,0.134991005063057,0.230746001005173,0.0651883035898209,0.0595000013709068,0.0189999993890524,1,0,1,0,0,,0,NA,0,0.000161483227202552,0.055727689457884
19,06001423400,1,423400,5242,5242,5066,2084,941,256,2837,115,247,1822,783,258,301,0.0488362982869148,0.541206002235413,0.122210003435612,0.0487563982605934,0.347577005624771,0.14936999976635,0.123800002038479,0.144434005022049,0,0,0,1,1,,1,NA,0,7.73419283177645E-05,0.0354867742250841
20,06075016300,75,16300,4449,4469,4375,2037,550,192,2039,89,110,1054,388,229,808,0.0429625995457172,0.456254005432129,0.161817997694016,0.0251429006457329,0.236907005310059,0.0868202969431877,0.112420000135899,0.396661996841431,0,0,0,0,0,,1,NA,0,2.5144044229819E-05,0.020878534873793
21,06095252317,95,252317,7461,7281,7266,2153,1863,190,5415,329,271,550,578,26,33,0.0248397998511791,0.707935988903046,0.176596999168396,0.037296999245882,0.0737167000770569,0.0793846994638443,0.0120761999860406,0.0153273995965719,1,0,0,0,0,,0,NA,0,8.20136847323738E-08,0.0025478562235069
22,06001423500,1,423500,3134,3138,3140,1473,535,291,1551,92,81,1308,343,275,390,0.0892091020941734,0.475475013256073,0.171963006258011,0.0257961992174387,0.417358011007309,0.109305001795292,0.186693996191025,0.264766007661819,0,0,0,1,0,,1,NA,0,6.50881834189931E-05,0.0326500481606407
23,06001427600,1,427600,5757,5724,5335,1838,1257,192,4468,280,499,2905,698,572,227,0.0333506986498833,0.776099026203156,0.222753003239632,0.0935332998633385,0.504603028297424,0.12194299697876,0.311208009719849,0.123503997921944,1,1,0,1,1,,1,High,1,5.96094887441723E-05,0.0374532206382582
24,06075015700,75,15700,5930,8670,8621,2677,1099,394,4329,89,191,1217,522,500,531,0.0442200005054474,0.485859006643295,0.0809826999902725,0.0221551991999149,0.205228000879288,0.0602076016366482,0.186775997281075,0.198356002569199,0,0,0,0,0,,1,NA,0,8.55670537021069E-05,0.0419025068549883
25,06075015900,75,15900,4256,4256,4253,2116,780,413,2770,83,625,1435,660,395,895,0.0953370034694672,0.639428019523621,0.106409996747971,0.146954998373985,0.337170988321304,0.155074998736382,0.186673000454903,0.422968000173569,0,0,1,1,1,,1,High,1,3.03136293950956E-05,0.0260074960271496
26,06075016000,75,16000,2769,2769,2704,1737,402,263,1529,10,329,932,528,305,672,0.0949800983071327,0.552184998989105,0.0248755998909473,0.121671997010708,0.336584001779556,0.190683007240295,0.175589993596077,0.386873990297318,0,0,1,1,1,,1,High,1,1.61108896463702E-05,0.0173388316798411
27,06075016200,75,16200,2937,2937,2835,1784,356,152,1096,66,108,633,299,216,893,0.0517534986138344,0.373169988393784,0.185393005609512,0.038095198571682,0.21552599966526,0.101805001497269,0.121076002717018,0.500560998916626,0,0,0,0,0,,1,NA,0,2.79457649412507E-05,0.022603717787738
28,06075016400,75,16400,4141,4141,4164,1874,548,153,1468,24,112,704,212,192,633,0.0354166999459267,0.339814990758896,0.0437956005334854,0.0268971994519234,0.1700070053339,0.0511954016983509,0.102454997599125,0.337779998779297,0,0,0,0,0,,1,NA,0,3.16103141813073E-05,0.0242761824389868
29,06075016600,75,16600,5613,5613,5448,2494,715,96,1744,21,204,1057,425,228,1015,0.0171032007783651,0.310707002878189,0.0293706003576517,0.0374449007213116,0.188313007354736,0.0757170990109444,0.0914193987846375,0.406976997852325,0,0,0,0,0,,1,NA,0,3.50922819052357E-05,0.0327509618620691
30,06001433000,1,433000,3696,3717,3505,1342,806,263,2374,49,405,1360,304,122,65,0.0707560032606125,0.638687014579773,0.0607939995825291,0.115548998117447,0.367965012788773,0.0817864015698433,0.0909091010689735,0.0484352000057697,0,0,0,1,0,,0,NA,0,0.000135245054934785,0.0592200626854191
31,06001433102,1,433102,4076,4088,3864,1329,1006,217,3469,69,660,716,344,59,54,0.0530822016298771,0.84858101606369,0.0685885027050972,0.170807003974915,0.175661996006966,0.0841486975550652,0.0443942993879318,0.0406320989131927,1,0,1,0,0,,0,NA,0,0.000146474911616679,0.0587795712738492
32,06095252317,95,252317,7461,7281,7266,2153,1863,190,5415,329,271,550,578,26,33,0.0248397998511791,0.707935988903046,0.176596999168396,0.037296999245882,0.0737167000770569,0.0793846994638443,0.0120761999860406,0.0153273995965719,1,0,0,0,0,,0,NA,0,1.62408468895592E-08,0.00113260457661614
33,06001433200,1,433200,7402,7445,6901,2774,1840,476,6260,462,792,2800,728,360,263,0.063222199678421,0.831452012062073,0.251087009906769,0.114766001701355,0.378275990486145,0.097783699631691,0.129776000976563,0.0948088988661766,1,1,0,1,0,,0,High,1,0.000324368979818246,0.0988872243352862
